3.024558129253295e+01 -4.931188744754840e+00 9.084387513885602e+00 1.239103094044138e-02 -4.387589152621500e+00 5.040845760584344e+00 8.624244944579942e-02 3.219082191175956e+00 1.880064661483568e+00 7.561603682566637e-01
3.105921068800594e+01 -2.460552055318130e+00 9.302686685352047e+00 1.344574490302426e-02 -4.466693007405650e+00 4.109317816066314e+00 6.998085151147390e-01 5.276237832675073e+00 2.532798044875148e+00 3.936239734317942e-01
2.795141208085099e+01 -2.004555047781708e+00 7.505392845563509e+00 1.243797446482759e-02 -4.152244608193051e+00 5.182817126298152e+00 -3.517406350978899e-02 2.797144311935119e+00 1.190133130649863e+00 2.679709594278816e-01
3.164843237907961e+01 1.609274608264079e+00 6.896832708666254e+00 1.396929881404592e-02 -4.708288451568928e+00 5.028834367491750e+00 3.049286649451690e-01 6.191486438793695e+00 2.584635233426071e+00 1.282412866416396e-01
3.127082839996535e+01 -2.752034825184732e+00 4.160330629907548e+00 1.349824702750186e-02 -4.897815149941723e+00 2.833558528412294e+00 8.096728712209487e-01 5.917532427200803e+00 3.088452234284749e+00 7.856273301140309e-01
3.163375857352562e+01 1.609276259144113e+00 6.896832693175388e+00 1.396891830437832e-02 -4.708288230008233e+00 5.028834165003286e+00 3.049291927111866e-01 6.191487037730492e+00 2.584635232338136e+00 1.282412866390796e-01
3.047752537440626e+01 -4.616497908868491e+00 8.670756126992352e+00 1.241923733733112e-02 -4.312357814928234e+00 5.368392598211110e+00 1.836933139996380e-01 3.266374331460164e+00 2.041908665087242e+00 7.198090507399039e-01
3.190147183315813e+01 -2.729465965905761e+00 5.993510285625234e+00 1.349833498744226e-02 -4.688373646682726e+00 2.800389669957075e+00 8.089106927136972e-01 5.923828326918772e+00 3.086373242852606e+00 7.905864439643713e-01
3.163902393048146e+01 -2.002614465485412e+00 7.500020544614995e+00 1.244200649989096e-02 -4.494736582133798e+00 5.182289990579420e+00 -3.449595360809411e-02 2.796658253056393e+00 1.190778604446045e+00 2.680122695881956e-01
3.163158429563278e+01 1.485990858839500e+00 7.794753139025898e+00 1.397073035763480e-02 -4.583652793904164e+00 5.733048834156684e+00 3.211744618995079e-01 6.196911095234946e+00 2.789802507969763e+00 1.140631822486433e-01
2.963153844214241e+01 1.582673168307771e+00 9.308458860864761e+00 1.350890467132992e-02 -4.158134676603169e+00 5.411592539470193e+00 7.059798771971054e-01 5.412916532986658e+00 2.949712358934988e+00 2.927301330441453e-01
3.041800303281325e+01 -5.718426725921962e+00 6.424461543852700e+00 1.243093514177098e-02 -4.492838933431869e+00 5.730816717908956e+00 1.335183539679135e-01 2.869364919764279e+00 1.184553351545818e+00 7.061312342237009e-01
3.120691741932162e+01 -6.005590740179763e+00 8.556208978428774e+00 1.242430846034809e-02 -4.529291929743391e+00 3.101090689900206e+00 -1.832281473712344e-01 3.282036837663945e+00 1.504497762445141e+00 7.397715937983691e-01
3.036400658110613e+01 -2.076724154589418e+00 7.594674262859999e+00 1.246139955794633e-02 -4.482046427740175e+00 5.019443785004398e+00 -2.301576075903853e-02 2.808810472273829e+00 1.131237411791919e+00 2.902645605807428e-01
3.174520777763939e+01 3.018780179088020e-01 6.709011879855568e+00 1.244648547034652e-02 -4.588352925011927e+00 4.508920240121177e+00 -2.427294363316716e-02 2.781775319211695e+00 1.454197276575302e+00 2.043060323624833e-01
3.174520777763939e+01 3.018780179088020e-01 6.709011879855568e+00 1.244648547034652e-02 -4.588352925011927e+00 4.508920240121177e+00 -2.427294363316716e-02 2.781775319211695e+00 1.454197276575302e+00 2.043060323624833e-01
2.918138604237031e+01 6.841628259760199e-01 4.457417976149808e+00 1.372722098984727e-02 -4.787757681457512e+00 5.258127301927370e+00 5.846639120212275e-01 5.987924414409078e+00 2.967976759750396e+00 3.994399408096174e-01
2.902531350169251e+01 -4.165897557190200e+00 5.596184748929094e+00 1.290617862524968e-02 -4.552045435841757e+00 4.042460044480584e+00 -5.078393996163886e-01 4.204376499436183e+00 1.805483639939925e+00 4.748584527311541e-01
3.119647100266220e+01 2.859032766750432e-01 8.429642246663191e+00 1.400192821086797e-02 -4.381281625828318e+00 4.340727451798688e+00 2.534565995950180e-01 1.285850574619841e-01 2.000278093819352e+00 2.267952386761986e-01
2.919805889232746e+01 -9.026167499459765e-01 6.515238892660661e+00 1.346937431379145e-02 -4.525172925109560e+00 6.779159968024260e-01 6.965608288657567e-01 9.015462747652148e-01 2.466907447679256e-02 7.601081861460054e-01
3.095057428397169e+01 2.902429987444572e+00 6.879317137091029e+00 1.320868230825953e-02 -4.435043496558651e+00 2.433419896376257e+00 6.230479913400783e-01 4.672009212902653e+00 2.404531340010505e+00 4.031967006536044e-01
3.160083572887434e+01 7.707496838153205e-01 5.707887386307520e+00 1.377930214273050e-02 -4.780860380771153e+00 4.649201537035020e+00 5.682275855020827e-01 6.079600085082979e+00 2.857475876996783e+00 4.586164924679525e-01
3.142390509650599e+01 2.859164184905898e-01 8.429642123348293e+00 1.399889916710646e-02 -4.381279862096421e+00 4.340725839891106e+00 2.534608008716194e-01 1.285898252929333e-01 2.000278085158851e+00 2.267952386558201e-01
3.182847592854259e+01 -4.966338878187081e+00 6.497037163542932e+00 1.272217474221967e-02 -4.604380967097333e+00 3.769807554198068e+00 -4.723830769593734e-01 3.822907392320788e+00 1.702969986037000e+00 5.253099652432441e-01
3.109795582030439e+01 2.900837568507028e+00 6.951188502972482e+00 1.326473082132172e-02 -4.777293999732890e+00 2.571585089665719e+00 5.911596428469196e-01 4.785514006036932e+00 2.401196197712596e+00 3.837995136143253e-01
3.035760483355243e+01 2.859099326378307e-01 8.439030813085607e+00 1.400039408474311e-02 -4.232635523275642e+00 4.340726635412486e+00 2.534587274243594e-01 1.285874722352902e-01 2.000278089433050e+00 2.267952386658774e-01
3.122153889141765e+01 3.113319661227106e+00 5.814985077732404e+00 1.378550208623086e-02 -4.834372128992826e+00 5.920049063385903e+00 4.892262176237291e-01 5.815300166501188e+00 2.726040452181423e+00 1.858342900723545e-01
2.977554683260818e+01 -9.026255017114997e-01 6.519665439749992e+00 1.347139149936722e-02 -4.571512086457006e+00 6.779170702490250e-01 6.965580310340884e-01 9.015430996378230e-01 2.466908024423536e-02 7.601081861595764e-01
3.083240710570939e+01 -4.563841879394641e+00 8.834153123165212e+00 1.278812944716250e-02 -4.440933504656720e+00 3.686649216316512e+00 -4.409939223131181e-01 4.022002582735188e+00 1.875498732037979e+00 5.192075694803635e-01
3.039991599788508e+01 2.456322461963962e+00 7.929472625042314e+00 1.336435350455224e-02 -4.750229363078909e+00 2.998797645526332e+00 6.179896587488346e-01 4.977063309503946e+00 2.801575509545176e+00 3.919315930148738e-01
3.008390767572181e+01 4.074926027165249e+00 7.913315079729089e+00 1.374422287494135e-02 -4.788137256808121e+00 5.953332397000484e+00 4.988830836976393e-01 5.695060207732519e+00 2.894143772815892e+00 3.297321774149850e-02
3.190058240239067e+01 -1.525685603733795e+00 7.923876051732355e+00 1.338770326054279e-02 -4.546338795777942e+00 7.820091518361710e-01 4.780417903774822e-01 1.308559767797817e+00 1.390071707333181e-01 7.412051454920892e-01
3.181918106418752e+01 -1.525685603733795e+00 7.925624473927116e+00 1.338770326054279e-02 -4.583806120899672e+00 7.820091518361710e-01 4.780417903774822e-01 1.308559767797817e+00 1.390071707333181e-01 7.412051454920892e-01
3.181918106418752e+01 -1.525685603733795e+00 7.925624473927116e+00 1.338770326054279e-02 -4.583806120899672e+00 7.820091518361710e-01 4.780417903774822e-01 1.308559767797817e+00 1.390071707333181e-01 7.412051454920892e-01
3.182471234071621e+01 4.017956045301029e+00 7.809438691815119e+00 1.373783504077817e-02 -4.558272944306693e+00 6.013241552398103e+00 5.038366704445010e-01 5.680603490066859e+00 2.898031443514792e+00 3.372827910949617e-02
3.185717033673583e+01 -1.426423366403588e+00 8.081543636081111e+00 1.338825459769604e-02 -4.552532661218786e+00 7.283273875882029e-01 4.773593383536920e-01 1.311471987193871e+00 1.500669012321968e-01 7.465193543028735e-01
3.181145723338969e+01 4.017954597778142e+00 7.809438705397803e+00 1.373816867886317e-02 -4.558273138575307e+00 6.013241729943824e+00 5.038362076892586e-01 5.680602964907728e+00 2.898031444468715e+00 3.372827911174078e-02
2.730754893378518e+01 -4.292089119525405e+00 8.823121645088079e+00 1.278802011142930e-02 -4.023231016670638e+00 3.315852486537337e+00 -4.620889872588447e-01 4.019405575604532e+00 1.571197043799310e+00 6.201325493950776e-01
3.163765640473689e+01 -1.426423366403588e+00 8.085386211305337e+00 1.338825459769604e-02 -4.612032021935790e+00 7.283273875882029e-01 4.773593383536920e-01 1.311471987193871e+00 1.500669012321968e-01 7.465193543028735e-01
3.163605848073296e+01 -1.426424456052815e+00 8.085386221529951e+00 1.338850574984343e-02 -4.612032168175029e+00 7.283275212389794e-01 4.773589900062520e-01 1.311471591870767e+00 1.500669019502793e-01 7.465193543045632e-01
3.182360376460714e+01 4.017959933969395e+00 7.810460416784551e+00 1.373693874554315e-02 -4.574093623052740e+00 6.013241075434019e+00 5.038379136038923e-01 5.680604900869903e+00 2.898031440952147e+00 3.372827910346616e-02
3.115114238325086e+01 4.004176821815726e+00 9.355877364311691e+00 1.383300911196160e-02 -4.409336320339928e+00 1.408187719373429e+00 -4.819595617412318e-01 2.410913155019778e-01 8.142804493764674e-01 9.391684416067532e-01
3.178807241955278e+01 -1.426424456052815e+00 8.078535239530797e+00 1.338850574984343e-02 -4.577215429282078e+00 7.283275212389794e-01 4.773589900062520e-01 1.311471591870767e+00 1.500669019502793e-01 7.465193543045632e-01
