1.000000000000000e+00 1.000000000000000e+00
1.300000000000000e+00 9.912679643441877e-01
1.690000000000000e+00 9.877216916780355e-01
2.197000000000001e+00 9.664423426700618e-01
2.856100000000001e+00 7.223283310595725e-01
3.712930000000001e+00 2.221716987995635e-01
4.826809000000002e+00 5.083204510320997e-02
6.274851700000003e+00 1.527550463720677e-02
8.157307210000004e+00 4.637628444121124e-03
1.060449937300001e+01 1.454677697972543e-03
1.378584918490001e+01 3.636363636363636e-04
1.600000000000053e+01 0.000000000000000e+00
