2.345779140609454e-11 1.004523879069524e-04 1.338511952819619e-11 7.689857329446910e-06 2.030056771562237e-23 2.232448469733184e-05 2.553695465156318e-11 8.267042694188158e-12 6.574724337535056e-03 4.150424984880881e-05 4.032792837767821e-12 4.630074800652034e-30 
3.965447325583425e-30 9.336594756264035e-13 1.325890609464450e-11 2.360840323502077e-12 5.088010688772124e-29 2.633015666645868e-11 8.308896683526953e-12 1.920437891905566e-02 2.757826316627821e-05 8.053721675182576e-02 1.510455236784211e-12 6.865819536387934e-03 
1.868367400114685e-03 1.948678881485017e-02 6.096291359740331e-13 2.169300135177967e-30 5.631002178268357e-03 9.067348864650826e-12 9.104764406440645e-12 1.073845280539539e-11 6.387745451249814e-20 1.829215633229894e-11 2.059779389412681e-04 3.510776970988232e-29 
5.905108106466201e-03 1.121921786299424e-10 1.927558652248028e-03 9.230310205067452e-12 7.483996712009780e-05 2.086744091930656e-04 9.174864105030656e-12 6.668266213061982e-13 9.223811745972916e-12 1.041211032972958e-11 3.096349211668863e-10 2.488157407905105e-30 
2.364004754099236e-10 1.316210212596215e-02 3.502962370140105e-03 7.595530889134738e-03 8.965358738436985e-05 3.455128357533139e-03 6.433193438458423e-18 9.430298903680939e-12 1.009085461441056e-11 2.511720093854793e-05 3.915379565769565e-11 6.437936500512732e-03 
5.975104628005296e-30 7.462722387617237e-21 1.360858324257519e-13 1.009696651329837e-04 4.390818322062376e-03 2.804313624385301e-02 1.942452335342030e-06 3.829305261148997e-08 2.174641318989048e-05 5.926957871781395e-12 8.266453316420914e-12 1.090657988210484e-15 
1.067682246953474e-04 1.129116261168366e-17 6.181706776303020e-12 9.967479421717709e-05 8.899969119213445e-16 1.942805260305011e-06 2.949870470904738e-12 3.126241485443789e-03 4.489594387477827e-12 1.748769247705445e-28 1.529314042887180e-11 2.049081318468714e-11 
5.501212300130863e-29 7.981694213599160e-12 1.203903121895473e-04 1.333493656111325e-05 2.343188182212919e-03 1.296198218571246e-12 1.870376390759134e-03 1.867279951308824e-03 1.721165070114406e-29 1.319472211248782e-05 1.262034102182188e-11 2.131639759693816e-04 
4.972938365877633e-03 2.821993688891716e-05 1.826531723296742e-12 1.427032234124024e-04 1.415662067187162e-04 2.565637309728052e-06 1.811874392457462e-06 1.466184488661646e-05 1.136436201884230e-04 6.760728063527088e-11 2.861871279918657e-11 1.899271605118619e-15 
5.958853196674592e-12 1.728211886417922e-04 1.024988918542106e-04 5.179861476777776e-04 9.837929987446893e-12 4.390781317061913e-04 2.683708154061461e-15 1.614286569889749e-17 1.138256437054032e-28 1.816140957169510e-10 8.454479730942030e-12 4.674693007665890e-05 
1.208662499755449e-02 5.403007426485225e-03 4.217368623839471e-04 2.153235666860951e-03 1.852996133301741e-11 8.005676999464126e-12 4.842737996414711e-11 4.298207445950755e-06 9.887433286273766e-05 8.336425793216950e-12 3.569302878593230e-02 8.102463676647779e-12 
4.751071222640555e-11 1.618189794683047e-02 4.069993029668594e-02 9.823677951377509e-12 2.410251658038413e-02 1.577737337408811e-30 2.020828454741854e-06 1.017953395261683e-10 9.073636734551830e-30 2.008054756000070e-05 8.295693696782674e-14 8.770343000267268e-12 
5.581413180814155e-29 8.130666269385915e-03 1.722452340803687e-08 2.300373303217662e-12 2.245206452555257e-13 2.398138494613623e-11 1.389076933632414e-11 1.101985318888927e-11 9.339231632596054e-06 1.443459328189528e-28 8.768691163870331e-12 5.227817872292783e-11 
3.266530077721929e-10 2.995973347414021e-11 9.877015744217656e-12 2.813380735638576e-03 4.765956119626101e-11 3.440867790073100e-03 8.073830836353146e-30 2.813672080685630e-11 4.303478518193144e-11 1.692943480762972e-07 4.106281480769828e-04 1.507760130005778e-11 
