2.452166325873700e-03 1.226582300161824e-07 9.559807673499604e-32 1.601773329689736e-03 4.048560455338681e-12 4.866805491499029e-11 4.840863632240694e-04 1.237987943357095e-29 1.520471307805453e-03 3.501625534454720e-12 1.861807904427569e-05 2.064398879109586e-27 
7.940491096675937e-12 3.002850770740064e-08 2.400396306518047e-03 2.370199088920249e-12 6.059340815947493e-06 3.965741471057810e-11 4.265994593675549e-31 1.585335096158913e-31 2.677684507426229e-12 6.244697271998303e-12 3.313690487770103e-12 7.576117926195994e-03 
2.162771399956381e-30 5.488969608400925e-12 6.283564927205692e-12 1.465821563572478e-11 1.044779099219669e-15 8.069478527734767e-11 6.292049801244597e-04 2.012543676231282e-12 8.498615425085753e-12 8.683117963167336e-13 2.495576048845724e-17 1.185867669377573e-03 
2.375417575862699e-12 6.908529038703774e-12 6.628931685487677e-04 1.550083026477018e-06 1.176819754180191e-12 2.822008355543234e-17 9.774453629725234e-11 1.356995457480202e-06 1.466719277198823e-04 2.287199632140727e-12 1.466901091791875e-03 1.963215881849364e-11 
2.917931438023470e-04 1.317159085044211e-04 1.803983632138245e-06 6.176212849221999e-04 6.789958097320822e-28 7.656643879215159e-04 2.274598232611338e-12 2.893054658332825e-04 2.276762119186689e-12 1.853668241542050e-03 1.638801000641840e-02 3.179934327808276e-05 
1.031038263440249e-06 5.863787270135438e-09 6.400480257793933e-04 7.162476207783547e-05 3.389541349012997e-03 3.542232416823942e-12 3.734135209018913e-12 2.248111004805607e-12 1.671628526142837e-30 1.749320128030424e-03 2.164586673468368e-05 3.227721440760190e-12 
1.909249233551320e-03 5.773190715088779e-12 5.936094565166608e-30 7.496866718177247e-05 7.151039874263559e-30 1.517983754220511e-15 5.388270328159029e-05 2.777563435267334e-05 1.541042394322508e-32 1.796579352438094e-17 1.256678935450947e-12 5.694305285616830e-32 
9.832143098813068e-12 6.830461489828296e-04 9.160473640425912e-05 2.951309095528465e-11 2.656687525424951e-03 3.252560900054745e-15 2.483827975875169e-11 6.250440828604796e-30 3.668360167036208e-09 5.224369212254285e-13 8.569218121035294e-07 8.192549038279803e-12 
4.718879651176392e-12 9.488728183725283e-04 5.354011186568491e-12 1.310687191356896e-02 2.239859068892627e-03 2.400945569821383e-12 4.751555979933046e-11 2.747671595741578e-12 4.753562880011460e-12 1.008611433436807e-09 1.166264937296575e-31 5.509676545710497e-16 
1.705603568401682e-04 4.246370334031817e-08 2.027276081178215e-11 5.028913440376769e-05 3.525065217311723e-12 3.114801800734733e-30 2.733640208144256e-12 3.314320150620094e-12 3.036990720488349e-11 4.560680817990598e-04 3.738062488811196e-04 2.246890200064680e-12 
3.522578690834269e-03 4.676346608724831e-12 1.161185801617970e-03 7.652324819903668e-07 4.366290145095788e-12 1.935112693557219e-08 3.237408193825269e-12 2.285300237036804e-09 1.207190413951935e-11 3.738062488813457e-04 1.316814258904184e-12 3.648005791752452e-04 
1.661898317841346e-20 2.341503921035638e-02 2.429901956039119e-10 2.165206361011812e-11 1.374034189714754e-06 1.812911495171675e-07 2.506593509374895e-22 6.176212849222029e-04 3.635721825454139e-09 1.934688679921840e-06 1.955521545022209e-12 2.974543185372271e-03 
8.567203998820189e-10 5.969718707321913e-05 1.692268225087202e-11 2.383483463895587e-07 2.276958509368100e-12 2.119214323354051e-18 2.293636165470382e-12 1.855107743113806e-02 1.326765460833203e-07 1.914532273767910e-08 1.401811870408878e-30 1.119855089847485e-22 
1.552174004898941e-03 1.440850835941294e-03 1.253212553892832e-11 1.047448797251774e-11 2.483887577084201e-03 2.257804870704848e-12 6.152804266683721e-13 2.088607503995424e-03 3.767047380702227e-05 1.103889679290984e-27 1.332831887634059e-07 6.992958658889736e-09 
6.401783530899356e-06 1.799167899055509e-10 2.187802307133776e-11 1.003133550449593e-30 2.277113498182758e-12 9.195330461642965e-12 6.268997914395235e-04 5.887864616064286e-05 1.631248181225343e-08 2.140692974603020e-06 5.044123372457409e-07 5.961735747704862e-06 
6.643311292842476e-08 3.295193429973259e-12 1.228830731087710e-19 2.351091973423150e-12 3.400106821322755e-06 1.316092907892142e-03 4.564713082952152e-12 2.013113651326741e-13 2.558230758771322e-30 9.159209943573241e-07 1.671415470478096e-08 4.082189692518083e-11 
2.611207443091786e-12 6.057859429699482e-13 7.397421758366704e-08 1.886401112650562e-11 1.055132033364510e-04 8.600312855246431e-31 8.665429009308847e-23 2.112875199938544e-31 6.122396839636943e-06 3.209138538931279e-31 1.932707140504564e-11 6.270325178769603e-12 
4.491008129121659e-30 8.755931839936728e-21 1.125872419676545e-19 4.515073860058593e-03 4.167618934922854e-06 2.463933044842459e-12 8.494667713067761e-09 4.091516175697220e-12 1.987039118472748e-12 2.110230581989447e-19 7.166632261482516e-11 6.533635455461177e-12 
2.098879196135638e-23 4.804960642335139e-22 5.896304084904272e-20 2.666786329806676e-05 3.960510930360641e-12 2.332188289250840e-12 2.269651246440075e-12 1.840113381009097e-12 3.395496311041903e-05 7.617862701480637e-07 2.061441205200046e-17 1.322434019035700e-05 
4.537259761647273e-04 3.862533086301599e-11 5.359416786750866e-04 4.689855255699354e-12 8.187549918989698e-31 2.482870002569827e-04 2.084244910626540e-11 4.420131315980449e-08 3.162026449328372e-06 2.928955611311975e-12 2.466617225551068e-03 2.532360601162846e-12 
2.312925527139852e-08 2.272006829328449e-12 2.373671706280914e-11 3.271825873601890e-14 2.074438520495118e-03 7.502111413144609e-11 4.944311111966994e-13 2.672899914061646e-06 5.680296960743309e-12 9.255735196829031e-08 6.682024373550660e-07 3.050072020580055e-12 
