1.000000000000000e+00 1.000000000000000e+00
1.300000000000000e+00 9.846195850018201e-01
1.690000000000000e+00 9.791609791609791e-01
2.197000000000001e+00 9.716809324348935e-01
2.856100000000001e+00 9.580183954102540e-01
3.712930000000001e+00 8.881908403896932e-01
4.826809000000002e+00 4.912600145666424e-01
6.274851700000003e+00 1.167956304050979e-01
8.157307210000004e+00 3.076643000182050e-02
1.060449937300001e+01 1.274233184672795e-02
1.378584918490001e+01 6.006552602839462e-03
1.792160394037001e+01 3.549003549003549e-03
2.329808512248102e+01 2.001819836214741e-03
3.028751065922532e+01 1.455736511691384e-03
3.937376385699292e+01 9.097525473071324e-04
5.118589301409080e+01 6.367688529063949e-04
6.654166091831804e+01 5.457522284882663e-04
8.650415919381346e+01 2.728512960436562e-04
1.124554069519575e+02 2.728264823572208e-04
1.461920290375448e+02 9.093389106119851e-05
1.900496377488082e+02 0.000000000000000e+00
2.470645290734507e+02 0.000000000000000e+00
3.211838877954859e+02 0.000000000000000e+00
4.000000000000002e+02 0.000000000000000e+00
