1.000000000000000e+00 1.000000000000000e+00
1.300000000000000e+00 9.773409773409774e-01
1.690000000000000e+00 9.725154714233709e-01
2.197000000000001e+00 9.661479661479662e-01
2.856100000000001e+00 9.508644222020018e-01
3.712930000000001e+00 9.140205622782276e-01
4.826809000000002e+00 7.626239650623238e-01
6.274851700000003e+00 3.545628241288327e-01
8.157307210000004e+00 1.132041132041132e-01
1.060449937300001e+01 4.104104104104104e-02
1.378584918490001e+01 1.665150136487716e-02
1.792160394037001e+01 8.644222020018199e-03
2.329808512248102e+01 5.095077790919843e-03
3.028751065922532e+01 3.366390683286325e-03
3.937376385699292e+01 2.001455604075691e-03
5.118589301409080e+01 1.546438642772673e-03
6.654166091831804e+01 1.000545752228488e-03
8.650415919381346e+01 8.185538881309686e-04
1.124554069519575e+02 5.456529647144416e-04
1.461920290375448e+02 2.728016731835955e-04
1.900496377488082e+02 9.092562284051645e-05
2.470645290734507e+02 9.091735612328394e-05
3.211838877954859e+02 9.090909090909090e-05
3.999999999999972e+02 0.000000000000000e+00
